TDet,label,x_m,z_m,CI95_x_lo,CI95_x_hi,CI95_y_lo,CI95_y_hi,CI95_z_lo,CI95_z_hi,TDOA_12,TDOAi_12,XAmp_12,TDOA_13,TDOAi_13,XAmp_13,TDOA_14,TDOAi_14,XAmp_14,TDOA_23,TDOAi_23,XAmp_23,TDOA_24,TDOAi_24,XAmp_24,TDOA_34,TDOAi_34,XAmp_34
739104.677284433,1,-200,20,-320,-120,-20,40,NaN,20,-0.11425,-0.11425,0.0408769556053698,-0.273083333333333,-0.273083333333333,0.0212558371232507,-0.460166666666667,-0.460166666666667,0.0132481066876662,-0.162166666666667,-0.162166666666667,0.0182230476409599,-0.346,-0.346,0.0104278423120817,-0.18425,-0.18425,0.0056709481427806
739104.677288877,1,-200,20,-320,-120,-20,40,NaN,20,-0.114083333333333,-0.114083333333333,0.118209743001428,-0.27625,-0.27625,0.0651477439277528,-0.460166666666667,-0.460166666666667,0.0313915622338419,-0.162083333333333,-0.162083333333333,0.0505760471477385,-0.346,-0.346,0.0297970067501644,-0.184,-0.184,0.0166373496579918
739104.677289618,1,-200,20,-320,-120,-20,40,NaN,20,-0.114083333333333,-0.114083333333333,0.150938427646014,-0.27625,-0.27625,0.0836615254582964,-0.460166666666667,-0.460166666666667,0.0378815982009429,-0.162083333333333,-0.162083333333333,0.0689928881474309,-0.346,-0.346,0.0380291112081481,-0.183916666666667,-0.183916666666667,0.0206858385499356
739104.677359248,1,-200,20,-320,-120,-20,40,NaN,20,-0.113666666666667,-0.113666666666667,0.115399869131755,-0.279,-0.279,0.0451404613028078,NaN,-0.463333333333333,0.00818062704560128,-0.165333333333333,-0.165333333333333,0.0285554641641549,NaN,-0.34925,0.0062492289494409,NaN,-0.183666666666667,0.00364593734577203
739104.677387396,1,-200,20,-320,-120,-20,40,NaN,20,-0.113666666666667,-0.113666666666667,0.0861132469132178,-0.279166666666667,-0.279166666666667,0.0454070401525527,-0.463333333333333,-0.463333333333333,0.0218837634167722,-0.165833333333333,-0.165833333333333,0.0289088473610068,-0.34925,-0.34925,0.0170485462295561,-0.183666666666667,-0.183666666666667,0.0111169338365736
739104.677395544,1,-200,20,-320,-120,-20,40,NaN,20,-0.11375,-0.11375,0.100580068431388,-0.27925,-0.27925,0.0521348188033278,-0.463333333333333,-0.463333333333333,0.0256695188150054,-0.165916666666667,-0.165916666666667,0.0345944803759036,-0.349333333333333,-0.349333333333333,0.0203894318443909,-0.183666666666667,-0.183666666666667,0.0135156415503611
739104.677397766,1,-200,20,-320,-120,-20,40,NaN,20,-0.11375,-0.11375,0.0972301427341344,-0.2795,-0.2795,0.0478520214568117,-0.464083333333333,-0.464083333333333,0.0279601988764568,-0.166166666666667,-0.166166666666667,0.0355033528119292,-0.349666666666667,-0.349666666666667,0.0231925245792818,-0.183583333333333,-0.183583333333333,0.0176414648772511
739104.677398507,1,-200,20,-320,-120,-20,40,NaN,20,-0.113833333333333,-0.113833333333333,0.0614369648410754,-0.279666666666667,-0.279666666666667,0.0275119207276172,-0.464333333333333,-0.464333333333333,0.0173233179443647,-0.166166666666667,-0.166166666666667,0.0213071027383144,-0.3495,-0.3495,0.0137998775834846,-0.183583333333333,-0.183583333333333,0.0116105336707288
739104.677402211,1,-200,20,-320,-120,-20,40,NaN,20,-0.11375,-0.11375,0.109480892851933,-0.2795,-0.2795,0.0548579589506511,-0.464083333333333,-0.464083333333333,0.0325849406547316,-0.166166666666667,-0.166166666666667,0.0406161116268809,-0.349666666666667,-0.349666666666667,0.0268359261403136,-0.183583333333333,-0.183583333333333,0.0202968860516557
739104.677412581,1,-240,20,-360,-140,0,60,NaN,20,-0.11375,-0.11375,0.616768116319651,-0.291166666666667,-0.291166666666667,0.274281161651985,-0.465916666666667,-0.465916666666667,0.129793527936522,-0.16425,-0.16425,0.297207975667238,-0.363583333333333,-0.363583333333333,0.0627608511231102,-0.183333333333333,-0.183333333333333,0.115047475629231
739104.677413322,1,-160,20,-260,-80,0,60,NaN,20,-0.113833333333333,-0.113833333333333,0.463141478067478,-0.281333333333333,-0.281333333333333,0.223578248735184,-0.465,-0.465,0.0462903440246313,-0.167333333333333,-0.167333333333333,0.332395809046679,-0.393,-0.393,0.0280021950326663,-0.183416666666667,-0.183416666666667,0.0443636508972859
739104.677415544,1,-220,20,-320,-120,-20,40,NaN,20,-0.11375,-0.11375,0.392893822596596,-0.281416666666667,-0.281416666666667,0.267721521379466,-0.462083333333333,-0.462083333333333,0.0634524075593601,-0.167416666666667,-0.167416666666667,0.352613230274801,-0.34825,-0.34825,0.041912610327018,-0.183666666666667,-0.183666666666667,0.0357583752376903
739104.677417766,1,-180,20,-300,-100,0,60,NaN,20,-0.113833333333333,-0.113833333333333,0.49009141802018,-0.281333333333333,-0.281333333333333,0.326210268297324,-0.465083333333333,-0.465083333333333,0.0596473406851403,-0.1675,-0.1675,0.456626570349436,-0.380083333333333,-0.380083333333333,0.0389809205344202,-0.183416666666667,-0.183416666666667,0.0346526239857737
739104.677419988,1,-200,20,-320,-120,-20,40,NaN,20,-0.11375,-0.11375,0.118754237403303,-0.2815,-0.2815,0.090195700815598,-0.465333333333333,-0.465333333333333,0.0196614444162298,-0.170583333333333,-0.170583333333333,0.102937005494444,-0.34825,-0.34825,0.0106842483775225,-0.183666666666667,-0.183666666666667,0.0112553628486151
739104.677425914,1,-200,20,-320,-120,-20,40,NaN,20,-0.11375,-0.11375,0.32971604659654,-0.2815,-0.2815,0.204271468415424,-0.465333333333333,-0.465333333333333,0.0402558856466095,-0.1675,-0.1675,0.257362245067506,NaN,-0.34825,0.0332522877909518,-0.183666666666667,-0.183666666666667,0.0231661657260675
739104.677427396,1,-220,20,-320,-120,-20,40,NaN,20,-0.113833333333333,-0.113833333333333,0.567622674486946,-0.281333333333333,-0.281333333333333,0.385677701187974,-0.462166666666667,-0.462166666666667,0.0725227709815883,-0.1675,-0.1675,0.534786233422448,NaN,-0.34825,0.0665448593336718,NaN,-0.183666666666667,0.0453519589942415
739104.677433322,1,-180,20,-300,-100,-20,40,NaN,20,-0.11375,-0.11375,0.297692792993595,-0.281583333333333,-0.281583333333333,0.150644159511876,-0.465416666666667,-0.465416666666667,0.0366339785847894,-0.170666666666667,-0.170666666666667,0.19006288640305,NaN,-0.355333333333333,0.0265898656448817,-0.186166666666667,-0.186166666666667,0.0253400081142599
739104.67744147,1,-200,20,-300,-120,-20,40,NaN,20,-0.11375,-0.11375,0.552789824308011,-0.288083333333333,-0.288083333333333,0.3007034543127,-0.466,-0.466,0.138404069726878,-0.16425,-0.16425,0.314382041437669,NaN,-0.355333333333333,0.0613785505230597,-0.188833333333333,-0.188833333333333,0.1278308677646
739104.677444433,1,-240,20,-360,-160,0,60,NaN,20,-0.113666666666667,-0.113666666666667,0.340569467648645,-0.28825,-0.28825,0.228954049194452,-0.468833333333333,-0.468833333333333,0.12780566419668,-0.17425,-0.17425,0.19278814773392,-0.355333333333333,-0.355333333333333,0.0517560108761216,-0.186083333333333,-0.186083333333333,0.108387066277106
739104.680082951,1,220,20,140,280,340,420,NaN,20,NaN,0.118083333333333,0.0395971981595858,NaN,-0.337083333333333,0.0193208497249185,NaN,-0.5395,0.0220323879266744,-0.314583333333333,-0.314583333333333,0.0191091853810175,NaN,-0.73225,0.0271590107405238,NaN,-0.257833333333333,0.013400259473919
739104.682037025,1,180,20,80,260,480,580,NaN,20,NaN,0.118083333333333,0.0207642581741828,-0.337083333333333,-0.337083333333333,0.0128130795338705,NaN,-0.5395,0.00962017225008765,NaN,-0.488166666666667,0.0155078366821455,NaN,-0.73225,0.00931735783761421,NaN,-0.257833333333333,0.0143725911817785
739104.682051099,1,260,20,160,320,460,560,NaN,20,NaN,0.118083333333333,0.0589653933558417,-0.295416666666667,-0.295416666666667,0.0229736631914993,-0.5395,-0.5395,0.0133646519622298,-0.488166666666667,-0.488166666666667,0.0434319184009966,-0.73225,-0.73225,0.0202209904276876,-0.257833333333333,-0.257833333333333,0.0115764225842092
739104.682366655,1,80,20,0,160,480,600,NaN,20,0.118083333333333,0.118083333333333,0.0382320021948213,-0.351333333333333,-0.351333333333333,0.010332972577734,-0.60325,-0.60325,0.0205673467892212,-0.469333333333333,-0.469333333333333,0.0175820114626678,-0.721416666666667,-0.721416666666667,0.026020954964151,-0.252333333333333,-0.252333333333333,0.0104813475865008
739104.682376285,1,60,20,-40,120,480,600,NaN,20,0.118416666666667,0.118416666666667,0.137157187289787,-0.359583333333333,-0.359583333333333,0.0324974554759871,-0.603166666666667,-0.603166666666667,0.0416076045769752,-0.469583333333333,-0.469583333333333,0.0437580073706899,-0.721416666666667,-0.721416666666667,0.0622655959820473,-0.243583333333333,-0.243583333333333,0.0235784797357662
739104.682385174,1,60,20,-40,120,500,620,NaN,20,0.118416666666667,0.118416666666667,0.194145200749065,-0.359666666666667,-0.359666666666667,0.0568596487771092,-0.60325,-0.60325,0.0625313839719611,-0.477916666666667,-0.477916666666667,0.0569429608569625,-0.721583333333333,-0.721583333333333,0.0811037683982378,-0.2435,-0.2435,0.0337263036086204
739104.682395544,1,60,20,-40,120,500,620,NaN,20,0.1185,0.1185,0.162349818208374,-0.35975,-0.35975,0.0703125416793332,-0.603333333333333,-0.603333333333333,0.0674854809055012,-0.47825,-0.47825,0.070136117542625,-0.721833333333333,-0.721833333333333,0.0839955902272118,-0.2435,-0.2435,0.0425724494140527
739104.682409618,1,60,20,-40,120,500,620,NaN,20,0.11875,0.11875,0.184581651204623,-0.360166666666667,-0.360166666666667,0.0727568529547659,-0.603416666666667,-0.603416666666667,0.0593793030211012,-0.479083333333333,-0.479083333333333,0.0815189718402121,-0.72225,-0.72225,0.0718375465020109,-0.243416666666667,-0.243416666666667,0.0326737133777691
739104.682417025,1,60,20,-40,120,500,620,NaN,20,0.118916666666667,0.118916666666667,0.19857025532072,-0.360166666666667,-0.360166666666667,0.0992505253399262,-0.603333333333333,-0.603333333333333,0.0832934203386766,-0.479333333333333,-0.479333333333333,0.121352221863795,-0.7225,-0.7225,0.100000229205294,-0.243416666666667,-0.243416666666667,0.0575874263005299
739104.682443692,1,260,20,160,320,440,540,NaN,20,NaN,0.118916666666667,0.0317672580948979,-0.309333333333333,-0.309333333333333,0.0225149474972772,-0.509833333333333,-0.509833333333333,0.016475201771279,-0.479666666666667,-0.479666666666667,0.0161631266321831,NaN,-0.7225,0.0152580705973358,-0.243583333333333,-0.243583333333333,0.0228816842598164
739104.682478507,1,160,20,60,240,460,560,NaN,20,NaN,0.119333333333333,0.0162465251815409,-0.361333333333333,-0.361333333333333,0.00613412648134642,NaN,-0.509833333333333,0.00970326700806056,NaN,-0.480583333333333,0.00489582466064701,NaN,-0.723,0.0045940526635594,NaN,-0.243583333333333,0.00656018903742083
