TDet,date,time,loc_x,loc_y,loc_z,CI95_x_low,CI95_x_hi,CI95_y_low,CI95_y_hi,CI95_z_low,CI95_z_hi,lat,lon
739104.676278507,23-Aug-06,16:13:50.463,-150,-60,10,-320,-30,-95,-25,NaN,10,36.7874913654544,-121.907181854453
739104.676280729,23-Aug-06,16:13:50.655,-150,-60,10,-320,-30,-95,-25,NaN,10,36.7874913654544,-121.907181854453
739104.676292581,23-Aug-06,16:13:51.679,-150,-55,10,-330,-30,-95,-25,NaN,10,36.7875363349998,-121.907181854453
739104.676293322,23-Aug-06,16:13:51.743,-155,-55,10,-330,-30,-95,-25,NaN,10,36.7875363349998,-121.907238006268
739104.676299988,23-Aug-06,16:13:52.319,-150,-55,10,-330,-30,-95,-25,NaN,10,36.7875363349998,-121.907181854453
739104.676315544,23-Aug-06,16:13:53.663,-150,-55,10,-325,-30,-95,-25,NaN,10,36.7875363349998,-121.907181854453
739104.67632147,23-Aug-06,16:13:54.175,-150,-55,10,-325,-30,-95,-25,NaN,10,36.7875363349998,-121.907181854453
739104.67634147,23-Aug-06,16:13:55.903,-145,-55,10,-320,-25,-90,-25,NaN,10,36.7875363349998,-121.907125702638
739104.676365914,23-Aug-06,16:13:58.015,-140,-55,10,-310,-20,-90,-25,NaN,10,36.7875363349998,-121.907069550823
739104.676411099,23-Aug-06,16:14:01.919,-130,-55,10,-300,-15,-90,-20,NaN,10,36.7875363349998,-121.906957247193
739104.67641184,23-Aug-06,16:14:01.983,-130,-55,10,-300,-15,-90,-20,NaN,10,36.7875363349998,-121.906957247193
739104.676414063,23-Aug-06,16:14:02.175,-130,-55,10,-300,-15,-90,-20,NaN,10,36.7875363349998,-121.906957247193
739104.676416285,23-Aug-06,16:14:02.367,-130,-55,10,-300,-15,-90,-20,NaN,10,36.7875363349998,-121.906957247193
739104.676419248,23-Aug-06,16:14:02.623,-120,-60,10,-285,-10,-95,-25,NaN,10,36.7874913654544,-121.906844943562
739104.676425914,23-Aug-06,16:14:03.199,-130,-55,10,-300,-15,-90,-20,NaN,10,36.7875363349998,-121.906957247193
739104.676429618,23-Aug-06,16:14:03.519,-140,-55,10,-315,-20,-90,-25,NaN,10,36.7875363349998,-121.907069550823
739104.6764311,23-Aug-06,16:14:03.647,-140,-55,10,-315,-20,-90,-25,NaN,10,36.7875363349998,-121.907069550823
739104.67643184,23-Aug-06,16:14:03.711,-140,-55,10,-315,-20,-90,-25,NaN,10,36.7875363349998,-121.907069550823
739104.676437025,23-Aug-06,16:14:04.159,-145,-55,10,-315,-25,-95,-25,NaN,10,36.7875363349998,-121.907125702638
739104.676439248,23-Aug-06,16:14:04.351,-115,-55,10,-280,-5,-90,-25,NaN,10,36.7875363349998,-121.906788791747
739104.676445174,23-Aug-06,16:14:04.863,-115,-55,10,-280,-5,-90,-25,NaN,10,36.7875363349998,-121.906788791747
739104.676445914,23-Aug-06,16:14:04.927,-115,-55,10,-280,-5,-90,-25,NaN,10,36.7875363349998,-121.906788791747
739104.676447396,23-Aug-06,16:14:05.055,-115,-55,10,-285,-5,-90,-25,NaN,10,36.7875363349998,-121.906788791747
739104.67645184,23-Aug-06,16:14:05.439,-125,-55,10,-295,-10,-90,-25,NaN,10,36.7875363349998,-121.906901095377
739104.676454803,23-Aug-06,16:14:05.695,-115,-55,10,-280,-5,-90,-25,NaN,10,36.7875363349998,-121.906788791747
739104.676462211,23-Aug-06,16:14:06.335,-130,-50,10,-300,-15,-85,-20,NaN,10,36.7875813045453,-121.906957247193
739104.676462951,23-Aug-06,16:14:06.399,-130,-50,10,-300,-15,-85,-15,NaN,10,36.7875813045453,-121.906957247193
739104.676463692,23-Aug-06,16:14:06.463,-125,-50,10,-295,-10,-85,-15,NaN,10,36.7875813045453,-121.906901095377
739104.676464433,23-Aug-06,16:14:06.527,-115,-55,10,-285,-5,-90,-25,NaN,10,36.7875363349998,-121.906788791747
739104.676466655,23-Aug-06,16:14:06.719,-125,-50,10,-290,-10,-85,-20,NaN,10,36.7875813045453,-121.906901095377
739104.676470359,23-Aug-06,16:14:07.039,-120,-55,10,-290,-10,-90,-20,NaN,10,36.7875363349998,-121.906844943562
739104.676479248,23-Aug-06,16:14:07.807,-125,-50,10,-300,-15,-85,-20,NaN,10,36.7875813045453,-121.906901095377
739104.676487396,23-Aug-06,16:14:08.511,-120,-50,10,-290,-5,-90,-20,NaN,10,36.7875813045453,-121.906844943562
739104.676489618,23-Aug-06,16:14:08.703,-115,-55,10,-285,-5,-90,-25,NaN,10,36.7875363349998,-121.906788791747
739104.676490359,23-Aug-06,16:14:08.767,-120,-50,10,-285,-10,-85,-20,NaN,10,36.7875813045453,-121.906844943562
739104.676496285,23-Aug-06,16:14:09.279,-120,-50,10,-290,-5,-90,-20,NaN,10,36.7875813045453,-121.906844943562
739104.676499248,23-Aug-06,16:14:09.535,-120,-50,10,-290,-5,-90,-20,NaN,10,36.7875813045453,-121.906844943562
739104.676508877,23-Aug-06,16:14:10.367,-120,-55,10,-290,-10,-90,-20,NaN,10,36.7875363349998,-121.906844943562
739104.676518507,23-Aug-06,16:14:11.199,-120,-55,10,-285,-10,-90,-20,NaN,10,36.7875363349998,-121.906844943562
739104.67652147,23-Aug-06,16:14:11.455,-120,-55,10,-285,-10,-90,-25,NaN,10,36.7875363349998,-121.906844943562
739104.676532581,23-Aug-06,16:14:12.415,-115,-50,10,-280,-5,-85,-15,NaN,10,36.7875813045453,-121.906788791747
739104.676533322,23-Aug-06,16:14:12.479,-115,-45,10,-290,0,-85,-15,NaN,10,36.7876262740908,-121.906788791747
739104.676540729,23-Aug-06,16:14:13.119,-110,-45,10,-275,0,-80,-10,NaN,10,36.7876262740908,-121.906732639932
739104.67654147,23-Aug-06,16:14:13.183,-120,-45,10,-285,-10,-80,-10,NaN,10,36.7876262740908,-121.906844943562
739104.676548137,23-Aug-06,16:14:13.759,-110,-45,10,-275,0,-80,-10,NaN,10,36.7876262740908,-121.906732639932
739104.676553322,23-Aug-06,16:14:14.207,-120,-45,10,-285,-5,-80,-10,NaN,10,36.7876262740908,-121.906844943562
739104.676555544,23-Aug-06,16:14:14.399,-120,-45,10,-285,-5,-80,-10,NaN,10,36.7876262740908,-121.906844943562
739104.676557025,23-Aug-06,16:14:14.527,-120,-45,10,-285,-10,-80,-10,NaN,10,36.7876262740908,-121.906844943562
739104.676563692,23-Aug-06,16:14:15.103,-120,-45,10,-285,-5,-80,-10,NaN,10,36.7876262740908,-121.906844943562
739104.676585914,23-Aug-06,16:14:17.023,-130,-35,10,-295,-15,-70,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676586655,23-Aug-06,16:14:17.087,-130,-35,10,-295,-15,-70,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676588877,23-Aug-06,16:14:17.279,-130,-35,10,-295,-15,-70,-5,NaN,10,36.7877162131817,-121.906957247193
739104.67659184,23-Aug-06,16:14:17.535,-130,-35,10,-295,-15,-70,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676592581,23-Aug-06,16:14:17.599,-125,-40,10,-295,-10,-75,-10,NaN,10,36.7876712436363,-121.906901095377
739104.676593322,23-Aug-06,16:14:17.663,-125,-40,10,-295,-10,-75,-10,NaN,10,36.7876712436363,-121.906901095377
739104.676607396,23-Aug-06,16:14:18.879,-125,-40,10,-295,-10,-75,-10,NaN,10,36.7876712436363,-121.906901095377
739104.676609618,23-Aug-06,16:14:19.071,-125,-40,10,-295,-10,-75,-10,NaN,10,36.7876712436363,-121.906901095377
739104.676614063,23-Aug-06,16:14:19.455,-125,-40,10,-295,-10,-75,-10,NaN,10,36.7876712436363,-121.906901095377
739104.676624433,23-Aug-06,16:14:20.351,-95,-40,10,-265,10,-75,-5,NaN,10,36.7876712436363,-121.906564184487
739104.6766311,23-Aug-06,16:14:20.927,-110,-40,10,-285,0,-80,-10,NaN,10,36.7876712436363,-121.906732639932
739104.676637766,23-Aug-06,16:14:21.503,-120,-45,10,-290,-5,-85,-15,NaN,10,36.7876262740908,-121.906844943562
739104.676639988,23-Aug-06,16:14:21.695,-120,-50,10,-285,-10,-85,-15,NaN,10,36.7875813045453,-121.906844943562
739104.676640729,23-Aug-06,16:14:21.759,-95,-40,10,-255,15,-75,-5,NaN,10,36.7876712436363,-121.906564184487
739104.67664147,23-Aug-06,16:14:21.823,-130,-35,10,-300,-10,-75,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676642951,23-Aug-06,16:14:21.951,-95,-40,10,-255,10,-75,-5,NaN,10,36.7876712436363,-121.906564184487
739104.6766511,23-Aug-06,16:14:22.655,-130,-35,10,-300,-10,-75,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676654062,23-Aug-06,16:14:22.911,-130,-35,10,-300,-10,-75,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676654803,23-Aug-06,16:14:22.975,-130,-35,10,-300,-10,-75,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676656285,23-Aug-06,16:14:23.103,-130,-35,10,-300,-10,-75,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676657025,23-Aug-06,16:14:23.167,-130,-35,10,-300,-10,-75,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676660729,23-Aug-06,16:14:23.487,-130,-35,10,-300,-10,-75,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676676285,23-Aug-06,16:14:24.831,-130,-35,10,-300,-15,-75,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676685174,23-Aug-06,16:14:25.599,-130,-35,10,-300,-10,-70,-5,NaN,10,36.7877162131817,-121.906957247193
739104.676702211,23-Aug-06,16:14:27.071,-130,-35,10,-300,-15,-70,0,NaN,10,36.7877162131817,-121.906957247193
739104.676705174,23-Aug-06,16:14:27.327,-130,-30,10,-305,-15,-70,0,NaN,10,36.7877611827272,-121.906957247193
739104.676705914,23-Aug-06,16:14:27.391,-135,-35,10,-305,-15,-70,0,NaN,10,36.7877162131817,-121.907013399008
739104.676714062,23-Aug-06,16:14:28.095,-135,-30,10,-305,-15,-70,0,NaN,10,36.7877611827272,-121.907013399008
739104.67673184,23-Aug-06,16:14:29.631,-135,-30,10,-310,-15,-70,0,NaN,10,36.7877611827272,-121.907013399008
739104.676766655,23-Aug-06,16:14:32.639,-110,-45,10,-270,-5,-80,-15,NaN,10,36.7876262740908,-121.906732639932
739104.676767396,23-Aug-06,16:14:32.703,-140,-30,10,-310,-20,-65,0,NaN,10,36.7877611827272,-121.907069550823
739104.676768137,23-Aug-06,16:14:32.767,-140,-30,10,-310,-20,-65,0,NaN,10,36.7877611827272,-121.907069550823
739104.676768877,23-Aug-06,16:14:32.831,-110,-45,10,-270,-5,-80,-15,NaN,10,36.7876262740908,-121.906732639932
739104.676774062,23-Aug-06,16:14:33.279,-135,-25,10,-305,-15,-65,5,NaN,10,36.7878061522727,-121.907013399008
739104.677220729,23-Aug-06,16:15:11.871,-185,10,10,-355,-55,-25,45,NaN,10,36.7881209390909,-121.907574917159
739104.67722147,23-Aug-06,16:15:11.935,-195,10,10,-370,-60,-30,45,NaN,10,36.7881209390909,-121.907687220789
739104.677222951,23-Aug-06,16:15:12.063,-185,10,10,-355,-55,-25,45,NaN,10,36.7881209390909,-121.907574917159
739104.677223692,23-Aug-06,16:15:12.127,-185,10,10,-355,-55,-25,45,NaN,10,36.7881209390909,-121.907574917159
739104.677238507,23-Aug-06,16:15:13.407,-195,10,10,-370,-60,-30,45,NaN,10,36.7881209390909,-121.907687220789
739104.677242211,23-Aug-06,16:15:13.727,-195,10,10,-370,-60,-30,45,NaN,10,36.7881209390909,-121.907687220789
739104.677243692,23-Aug-06,16:15:13.855,-195,10,10,-370,-60,-30,45,NaN,10,36.7881209390909,-121.907687220789
739104.677256285,23-Aug-06,16:15:14.943,-195,10,10,-365,-60,-25,45,NaN,10,36.7881209390909,-121.907687220789
739104.677268137,23-Aug-06,16:15:15.967,-195,10,10,-365,-60,-25,45,NaN,10,36.7881209390909,-121.907687220789
739104.677269618,23-Aug-06,16:15:16.095,-195,10,10,-365,-60,-25,45,NaN,10,36.7881209390909,-121.907687220789
739104.67727184,23-Aug-06,16:15:16.287,-195,10,10,-365,-60,-25,45,NaN,10,36.7881209390909,-121.907687220789
739104.677279988,23-Aug-06,16:15:16.991,-210,15,10,-380,-70,-25,50,NaN,10,36.7881659086364,-121.907855676234
739104.67728147,23-Aug-06,16:15:17.119,-210,15,10,-380,-70,-25,50,NaN,10,36.7881659086364,-121.907855676234
739104.677282951,23-Aug-06,16:15:17.247,-210,15,10,-380,-70,-25,50,NaN,10,36.7881659086364,-121.907855676234
739104.677284433,23-Aug-06,16:15:17.375,-210,15,10,-380,-70,-25,50,NaN,10,36.7881659086364,-121.907855676234
739104.677288877,23-Aug-06,16:15:17.759,-210,15,10,-380,-70,-25,50,NaN,10,36.7881659086364,-121.907855676234
739104.677289618,23-Aug-06,16:15:17.823,-210,15,10,-380,-70,-25,50,NaN,10,36.7881659086364,-121.907855676234
739104.677359248,23-Aug-06,16:15:23.839,-220,20,10,-390,-75,-20,55,NaN,10,36.7882108781819,-121.907967979864
739104.677387396,23-Aug-06,16:15:26.271,-215,20,10,-390,-75,-20,55,NaN,10,36.7882108781819,-121.907911828049
739104.677395544,23-Aug-06,16:15:26.975,-215,20,10,-390,-75,-20,55,NaN,10,36.7882108781819,-121.907911828049
739104.677397766,23-Aug-06,16:15:27.167,-215,20,10,-385,-75,-20,55,NaN,10,36.7882108781819,-121.907911828049
739104.677398507,23-Aug-06,16:15:27.231,-215,20,10,-385,-75,-20,55,NaN,10,36.7882108781819,-121.907911828049
739104.677402211,23-Aug-06,16:15:27.551,-215,20,10,-385,-75,-20,55,NaN,10,36.7882108781819,-121.907911828049
739104.677412581,23-Aug-06,16:15:28.447,-215,30,10,-385,-80,-10,65,NaN,10,36.7883008172728,-121.907911828049
739104.677413322,23-Aug-06,16:15:28.511,-205,25,10,-375,-70,-15,60,NaN,10,36.7882558477273,-121.907799524419
739104.677415544,23-Aug-06,16:15:28.703,-225,20,10,-395,-80,-20,55,NaN,10,36.7882108781819,-121.908024131679
739104.677417766,23-Aug-06,16:15:28.895,-170,30,10,-340,-45,-10,65,NaN,10,36.7883008172728,-121.907406461713
739104.677419988,23-Aug-06,16:15:29.087,-160,30,10,-325,-35,-10,65,NaN,10,36.7883008172728,-121.907294158083
739104.677425914,23-Aug-06,16:15:29.599,-175,30,10,-345,-45,-10,65,NaN,10,36.7883008172728,-121.907462613528
739104.677427396,23-Aug-06,16:15:29.727,-175,30,10,-345,-45,-10,65,NaN,10,36.7883008172728,-121.907462613528
739104.677433322,23-Aug-06,16:15:30.239,-195,30,10,-365,-60,-10,65,NaN,10,36.7883008172728,-121.907687220789
739104.67744147,23-Aug-06,16:15:30.943,-210,30,10,-380,-75,-10,65,NaN,10,36.7883008172728,-121.907855676234
739104.677444433,23-Aug-06,16:15:31.199,-230,35,10,-400,-90,-5,70,NaN,10,36.7883457868183,-121.908080283495
739104.682366655,23-Aug-06,16:22:36.479,85,530,10,-40,200,460,615,NaN,10,36.7927977718196,-121.904542719143
739104.682376285,23-Aug-06,16:22:37.311,70,535,10,-55,185,465,625,NaN,10,36.7928427413651,-121.904711174589
739104.682385174,23-Aug-06,16:22:38.079,60,545,10,-65,185,475,635,NaN,10,36.792932680456,-121.904823478219
739104.682395544,23-Aug-06,16:22:38.975,65,545,10,-65,185,470,635,NaN,10,36.792932680456,-121.904767326404
739104.682409618,23-Aug-06,16:22:40.191,60,550,10,-70,180,475,640,NaN,10,36.7929776500015,-121.904823478219
739104.682417025,23-Aug-06,16:22:40.831,60,550,10,-65,180,475,640,NaN,10,36.7929776500015,-121.904823478219
739104.682495544,23-Aug-06,16:22:47.615,60,550,10,-65,180,480,645,NaN,10,36.7929776500015,-121.904823478219
739104.682509618,23-Aug-06,16:22:48.831,45,530,10,-80,165,460,615,NaN,10,36.7927977718196,-121.904991933664
739104.682517026,23-Aug-06,16:22:49.471,55,555,10,-70,180,480,650,NaN,10,36.793022619547,-121.904879630034
739104.682519248,23-Aug-06,16:22:49.663,60,555,10,-70,180,480,650,NaN,10,36.793022619547,-121.904823478219
739104.682537025,23-Aug-06,16:22:51.199,110,525,10,-15,230,455,615,NaN,10,36.7927528022742,-121.904261960068
739104.682539248,23-Aug-06,16:22:51.391,60,555,10,-70,180,480,650,NaN,10,36.793022619547,-121.904823478219
739104.682544433,23-Aug-06,16:22:51.839,110,525,10,-15,230,455,615,NaN,10,36.7927528022742,-121.904261960068
739104.682554803,23-Aug-06,16:22:52.735,60,555,10,-70,180,480,650,NaN,10,36.793022619547,-121.904823478219
739104.682559248,23-Aug-06,16:22:53.119,60,555,10,-70,180,480,650,NaN,10,36.793022619547,-121.904823478219
739104.682572581,23-Aug-06,16:22:54.271,55,560,10,-75,180,485,655,NaN,10,36.7930675890924,-121.904879630034
739104.682579248,23-Aug-06,16:22:54.847,50,565,10,-75,175,490,660,NaN,10,36.7931125586379,-121.904935781849
739104.682585914,23-Aug-06,16:22:55.423,115,530,10,-15,230,460,620,NaN,10,36.7927977718196,-121.904205808253
739104.682682951,23-Aug-06,16:23:03.807,90,540,10,-35,215,465,630,NaN,10,36.7928877109106,-121.904486567328
739104.682868877,23-Aug-06,16:23:19.871,95,540,10,-30,215,470,635,NaN,10,36.7928877109106,-121.904430415513
739104.687219988,23-Aug-06,16:29:35.807,215,650,10,80,335,560,780,NaN,10,36.7938770409108,-121.903082771951
739104.687265914,23-Aug-06,16:29:39.775,230,710,10,80,355,605,870,NaN,10,36.7944166754565,-121.902914316505
