Date,Time,TDOA_1,TDOA_2,TDOA_3,TDOA_4,TDOA_5,TDOA_6,TDOA_7,TDOA_8,TDOA_9,TDOA_10,XAmp_1,XAmp_2,XAmp_3,XAmp_4,XAmp_5,XAmp_6,XAmp_7,XAmp_8,XAmp_9,XAmp_10
23-May-04,04:10:00.895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000264024710652613,0.00032265756215869,0.000307923245559143,0.000293228511280599,0.000375515401254934,0.000355174602179305,0.000363560617381578,0.000452427430536921,0.000381293258899901,0.00048218881871229
23-May-04,04:10:00.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000508143802102912,0.000599786618738037,0.000596761343248715,0.000681323406470095,0.000622434150550331,0.000703123004861662,0.000700736023148667,0.000782465664405946,0.000794734051358903,0.000787228524131053
23-May-04,04:10:01.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000441861397572432,0.000517977370571996,0.000505136147779432,0.000606942847778011,0.000591174882818209,0.000608928834801648,0.000658425878555117,0.000728273706092974,0.000716336180689527,0.0008417313453317
23-May-04,04:10:00.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000427163562871585,0.000390636161294952,0.000441536365555124,0.00043269751571417,0.000532471149640129,0.000534650072021091,0.000581287206474939,0.00071838407927661,0.000562571034921703,0.00062736779590789
23-May-04,04:10:00.639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000597923497322183,0.000567261712113421,0.000641581563000453,0.000647112380808299,0.000758104218464336,0.000838185907510397,0.000805282639481062,0.000939860051657008,0.000795704943226091,0.0009359456962509
23-May-04,04:10:11.583,-0.1415,NaN,NaN,-0.00266666666666667,NaN,NaN,NaN,NaN,NaN,NaN,0.00109090089621037,0.000568945495453906,0.00037637445582645,0.00101326701971078,0.00101967393008337,0.000513330584478856,0.00126255252611544,0.000564928789637438,0.000956771814022286,0.00064853666953227
23-May-04,04:10:12.671,-0.141666666666667,NaN,NaN,-0.00275,NaN,NaN,NaN,NaN,NaN,NaN,0.00128907423267393,0.000616961949808079,0.000515946148546143,0.000912875823234499,0.00138576391473679,0.000617931908994944,0.00128750418299661,0.000715089770131868,0.00109549527155013,0.000626609931751223
23-May-04,04:10:15.039,-0.141666666666667,0.00783333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00063622144830625,0.00031674750461545,0.000426640700589132,0.000425963038012946,0.000492384153637082,0.000639612008767913,0.000697605212271907,0.000556653836829462,0.00070302791781268,0.000635871008486727
23-May-04,04:10:40.191,NaN,NaN,NaN,NaN,NaN,NaN,0.139416666666667,NaN,NaN,NaN,0.000496245098720701,0.000367923965117642,0.000350881087417098,0.000366473774962609,0.000638770734082712,0.000503292529151024,0.000629082159578144,0.000424177294892261,0.000520347965563312,0.000661250609009277
23-May-04,04:10:41.535,-0.1415,NaN,NaN,NaN,NaN,NaN,0.1325,NaN,NaN,NaN,0.00113098135761067,0.000599082073380782,0.000397364411468342,0.000614062781579736,0.000783448704850488,0.000630987328429297,0.00115982535853442,0.000513780426799922,0.000720018989806997,0.000502029920591716
23-May-04,04:10:46.207,-0.141666666666667,0.008,NaN,-0.00275,NaN,NaN,0.138833333333333,0.144916666666667,-0.0170833333333333,NaN,0.00393032607707279,0.00113478478917942,0.000628752595908591,0.00291551391820849,0.00257944380496517,0.00104382300810318,0.00637857501099865,0.00105221596928327,0.00334511496825476,0.00108081691570167
23-May-04,04:10:47.679,-0.141583333333333,0.00741666666666667,0.15925,-0.00291666666666667,0.1495,0.301,0.138666666666667,0.144583333333333,-0.0173333333333333,-0.16875,0.00357901517170381,0.000992342382532744,0.00113767148336688,0.00211017448999814,0.0020569677931475,0.00166627432311365,0.00468433511840417,0.00115998581034709,0.0027353767750821,0.00147649736274718
23-May-04,04:10:48.447,-0.141583333333333,NaN,0.159333333333333,-0.00291666666666667,0.156,0.30125,0.138583333333333,0.151166666666667,-0.01725,-0.168666666666667,0.00344485840671342,0.000989956808611799,0.00102734179028429,0.00200874898257457,0.00195942883558482,0.00157039829798573,0.00455011712002298,0.00108415398800243,0.00295411610665479,0.0012587106777535
23-May-04,04:10:49.407,-0.141666666666667,0.0144166666666667,0.1595,NaN,0.148833333333333,NaN,0.138833333333333,NaN,-0.0171666666666667,NaN,0.00130034310848053,0.000553157156886069,0.000426210112351168,0.000412921397878259,0.000818908065481255,0.000610916161424447,0.000998024585716117,0.000513184781547903,0.00112930758771571,0.000595824861572308
23-May-04,04:10:50.751,-0.141666666666667,0.00775,0.15925,-0.00283333333333333,0.149416666666667,NaN,0.138666666666667,0.14475,-0.0170833333333333,-0.16875,0.0036586579791717,0.00129068262191515,0.000901881967040119,0.00241034440556226,0.0021062586325843,0.00142963172303743,0.00463159669740886,0.00115268937732394,0.00306686449661887,0.00183952367372169
23-May-04,04:10:56.063,-0.141833333333333,0.0136666666666667,NaN,-0.00266666666666667,0.1555,NaN,0.139,0.135916666666667,-0.01675,-0.162333333333333,0.00156025198824747,0.00050822629861044,0.000546666070573557,0.00082150877084733,0.000906054886403472,0.000878292464972727,0.00114784830750006,0.000735139484319965,0.00116286967554462,0.000810403458814195
23-May-04,04:10:57.471,-0.141583333333333,0.0153333333333333,0.159083333333333,NaN,0.156666666666667,0.300583333333333,0.13175,0.136083333333333,-0.0175833333333333,-0.154916666666667,0.0050448867438215,0.00207951482600194,0.00327506801509962,0.00285491484904578,0.0027983531747428,0.00483159192618681,0.00376904456816895,0.00174204978563069,0.00486157577386835,0.00229916677350887
23-May-04,04:10:58.559,-0.141583333333333,0.0153333333333333,0.159083333333333,NaN,0.15675,0.300583333333333,0.131583333333333,0.136083333333333,-0.0175833333333333,NaN,0.00600794239590703,0.00198776292856551,0.004270142417419,0.00331147826810288,0.00325926518399716,0.00597142118910182,0.00468227379059897,0.00153182984414885,0.00598774875648601,0.00418105046811256
23-May-04,04:10:59.967,-0.141583333333333,0.01525,0.159333333333333,NaN,0.1565,0.300833333333333,NaN,0.144583333333333,-0.01725,NaN,0.00387475962179154,0.00111109283323128,0.00235503790041234,0.00216818605217539,0.0016812172127078,0.00339340955967655,0.00272273963240014,0.000986231963731993,0.00294400146407006,0.0024616842213981
23-May-04,04:11:02.079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000636592125123373,0.000504970578755135,0.000984730676768902,0.00127612090350963,0.000532798591303768,0.000685995253261692,0.0014596918803546,0.000789899641356904,0.000719097323134116,0.00143175520317249
23-May-04,04:11:04.319,-0.1415,0.00758333333333333,0.15875,NaN,0.149916666666667,0.300833333333333,0.132416666666667,0.13575,-0.0176666666666667,-0.1555,0.00190839829410537,0.000622570893958229,0.00165168169257863,0.00128831563731623,0.00078236140715613,0.00259959595973822,0.00169712419803966,0.000792990463319849,0.00158560464821978,0.00138037983557178
23-May-04,04:11:06.751,-0.141583333333333,0.0155833333333333,0.159333333333333,NaN,0.157083333333333,0.300083333333333,NaN,0.143666666666667,-0.0176666666666667,NaN,0.00316179482814652,0.00118103130726967,0.00247856104572279,0.00222323265350424,0.00152147281103402,0.00351214746624889,0.00280199904468151,0.00113715084961851,0.0029759323750273,0.00272047212652947
23-May-04,04:11:06.943,-0.141666666666667,0.00741666666666667,0.15925,NaN,0.1495,0.30025,0.132083333333333,0.135416666666667,-0.0174166666666667,NaN,0.00539842680622437,0.00183262959584425,0.0042298755330362,0.00407234809142697,0.00236974809718954,0.00584287859888768,0.00569974407495546,0.0016584973546476,0.00500922430489075,0.00377814290343443
